0
1
59,0625
68,8125
75,1875
77,1875
78,875
75,1875
64,0625
49,875
36
24,3125
14,4375
7,375
5,6875
7,4375
13,1875
17,9375
19,8125
23
23,125
21,5625
18
14,25
10,8125
5,4375
0,5
-0,3125
0,3125
1,6875
4,0625
6,0625
8,5625
9,6875
8
6,25
5,625
3,1875
-1,4375
-4,25
-2,8125
0,1875
2
8,1875
15,5
21,5
28,875
34,625
38,25
40,875
40,6875
33,625
